SEQKEY;Response;Picture Option;Marketing Segment;CHANNEL;Zip3 (not in original)
V116722828;Y;E;52;Web;531
V116728429;N;E;12;Web;283
V116743469;N;E;51;Email;117
V116749581;N;E;51;Email;117
V116777095;N;E;12;Email;782
V116836362;N;E;12;Email;18
V116837311;N;E;12;Direct Mail;117
V116847799;N;E;12;Direct Mail;381
V116851270;N;E;51;Web;945
V116852914;N;E;51;Email;551
V116864224;N;E;51;Web;782
V116871518;N;E;12;Email;331
V116900820;N;E;47;Email;381
V116917493;N;E;12;Email;917
V116942533;N;E;52;Web;180
V116950148;Y;E;52;Direct Mail;824
V117002980;N;E;12;Direct Mail;152
V117019216;N;E;12;Direct Mail;331
V117022566;N;E;52;Email;850
V117028357;N;E;51;Direct Mail;29
V117035568;N;E;12;Direct Mail;917
V117058396;N;E;12;Email;480
V117060426;N;E;52;Web;630
V117063560;Y;E;52;Email;890
V117068007;N;E;52;Web;600
V117070029;N;E;51;Web;750
V117105908;N;E;52;Direct Mail;900
V117119974;N;E;52;Direct Mail;481
V117140236;N;E;12;Email;853
V117151068;N;E;51;Email;32
V117152165;N;E;52;Direct Mail;21
V117156208;Y;E;52;Email;32
V117161257;N;E;51;Direct Mail;152
V117166603;N;E;12;Direct Mail;152
V117202465;N;E;52;Email;331
V117213835;N;E;12;Email;500
V117230086;N;E;52;Web;480
V117238295;N;E;12;Web;100
V117245258;N;E;12;Web;112
V117254615;N;E;51;Email;770
V117254847;N;E;51;Email;197
V117283713;N;E;52;Direct Mail;112
V117305664;Y;E;52;Web;531
V117316372;N;E;12;Web;18
V117377804;N;E;52;Email;972
V117382325;Y;E;52;Direct Mail;917
V117382499;N;E;52;Web;117
V117440222;N;E;12;Email;331
V117453266;N;E;52;Web;891
V117462770;N;E;52;Web;926
V117510552;N;E;52;Direct Mail;700
V117511014;N;E;12;Direct Mail;38
V117515163;N;E;12;Email;580
V117610758;N;E;12;Web;283
V117611442;N;E;12;Email;300
V117645507;Y;E;12;Direct Mail;331
V117646851;N;E;12;Direct Mail;604
V117694026;N;E;51;Email;945
V117701565;N;E;52;Direct Mail;441
V117704726;N;E;52;Email;234
V117806497;N;E;52;Direct Mail;981
V117877902;N;E;51;Direct Mail;234
V117892026;N;E;51;Email;945
V117908848;N;E;12;Email;32
V117934976;N;E;52;Direct Mail;900
V117957118;N;E;52;Direct Mail;601
V117994095;N;E;51;Email;32
V118024306;N;E;52;Email;191
V118062405;N;E;12;Email;208
V118067487;N;E;47;Web;275
V118075076;N;E;47;Email;802
V118115781;N;E;51;Email;770
V118121797;N;E;52;Direct Mail;981
V118126739;N;E;52;Direct Mail;331
V118148451;N;E;52;Web;117
V118200203;N;E;48;Direct Mail;945
V118217108;N;E;36;Email;112
V118243328;N;E;36;Web;740
V118262971;Y;E;52;Direct Mail;32
V118268077;N;E;51;Email;900
V118357003;N;E;52;Direct Mail;900
V118362185;Y;E;12;Email;532
V118395912;N;E;53;Email;441
V118452812;N;E;52;Email;800
V118498146;N;E;52;Direct Mail;112
V118552488;N;E;53;Email;917
V118556083;N;E;52;Direct Mail;18
V118556109;N;E;52;Direct Mail;750
V118559517;N;E;51;Email;352
V118569797;N;E;51;Direct Mail;117
V118573203;N;E;52;Web;481
V118598390;N;E;12;Email;30
V118603281;N;E;12;Web;300
V118640093;N;E;47;Email;32
V118667435;N;E;52;Direct Mail;331
V118670728;N;E;12;Email;531
V118693803;N;E;52;Web;117
V118698992;N;E;51;Web;191
V118707884;N;E;52;Direct Mail;945
V118721893;N;E;51;Web;100
V118749852;N;E;51;Direct Mail;331
V118752989;N;E;12;Email;300
V118753466;N;E;52;Web;705
V118767466;N;E;52;Email;303
V118809193;N;E;53;Direct Mail;463
V118855345;Y;E;12;Email;38
V118971993;N;E;51;Web;752
V118982974;N;E;47;Email;112
V118983592;N;E;52;Email;462
V119040707;N;E;12;Email;871
V119136976;N;E;51;Web;705
V119142818;N;E;53;Email;331
V119166379;N;E;47;Direct Mail;152
V119187417;N;E;12;Direct Mail;500
V119250967;N;E;52;Email;441
V119258978;N;E;52;Direct Mail;945
V119309698;N;E;49;Email;265
V119310134;N;E;51;Direct Mail;275
V119324259;N;E;47;Direct Mail;598
V119382554;N;E;12;Email;100
V119405918;N;E;12;Direct Mail;331
V119408805;N;E;47;Direct Mail;32
V119463578;N;E;51;Email;481
V119512218;N;E;12;Email;117
V119544443;N;E;12;Email;117
V119559953;N;E;12;Direct Mail;60
V119599561;N;E;47;Direct Mail;945
V119696565;N;E;53;Direct Mail;331
V119733681;N;E;12;Direct Mail;770
V119776474;N;E;53;Email;463
V119788867;N;E;47;Email;600
V119802205;N;E;47;Email;782
V119905073;N;E;12;Web;801
V119996692;N;E;47;Direct Mail;945
V119998169;N;E;47;Direct Mail;265
V120078159;N;E;12;Email;331
V120090063;N;E;53;Direct Mail;112
V120115357;N;E;12;Web;945
V120130836;N;E;53;Direct Mail;191
V120135660;Y;E;53;Email;503
V120147954;N;E;53;Web;286
V120154869;Y;E;12;Direct Mail;945
V120262365;N;E;12;Email;945
V120322821;N;E;47;Email;672
V120427943;N;E;12;Direct Mail;945
V120485073;N;E;47;Direct Mail;945
V120526116;N;E;38;Email;503
V120546569;Y;E;12;Email;191
V120879069;N;E;12;Email;480
V120918149;N;E;12;Email;681
V121111454;N;E;51;Email;900
V121112072;N;E;12;Direct Mail;481
V121170070;N;E;12;Direct Mail;112
V121174981;N;E;12;Email;700
V121255236;N;E;53;Email;331
V121275820;N;E;12;Direct Mail;782
V121315048;N;E;12;Web;900
V121404297;Y;E;12;Email;152
V121514236;N;E;51;Email;662
V121545057;N;E;47;Web;283
V121550578;N;E;12;Web;117
V121703045;N;E;12;Email;191
V121726483;N;E;51;Email;600
V121726574;N;E;51;Email;503
V121910855;Y;E;12;Web;750
V121916878;N;E;12;Email;210
V121935381;N;E;52;Direct Mail;301
V122074503;Y;E;12;Direct Mail;800
V122165285;N;E;52;Direct Mail;945
V122234099;N;E;52;Direct Mail;770
V122238454;N;E;52;Email;601
V122255169;N;E;52;Email;900
V122372162;Y;E;12;Email;782
V122455819;N;E;12;Email;970
V122480064;N;E;52;Direct Mail;531
V122495492;N;E;52;Direct Mail;968
V122606239;N;E;52;Web;300
V123271512;N;E;52;Direct Mail;770
V123409997;N;E;51;Direct Mail;463
V123469652;N;E;38;Direct Mail;352
V123540247;N;E;51;Email;600
V124220641;N;E;12;Web;100
V124318742;N;E;49;Direct Mail;750
V124376385;N;E;18;Email;731
V124396219;N;E;52;Direct Mail;198
V124644170;N;E;12;Direct Mail;38
V125077602;N;E;52;Email;117
V125080598;N;E;52;Direct Mail;945
V125343848;N;E;52;Web;331
V125465872;N;E;52;Email;482
V125501965;N;E;52;Web;945
V125817544;N;E;12;Web;926
V125925750;N;E;24;Email;432
V126091818;N;E;12;Email;331
V127444461;N;E;52;Direct Mail;117
V131963258;N;E;47;Email;601
V133043208;N;E;51;Web;463
V133498725;N;E;52;Direct Mail;441
V134195049;N;E;12;Web;117
V134475490;N;E;12;Web;100
V134804491;Y;E;52;Web;112
V135755270;N;E;53;Web;462
V135765832;N;E;12;Email;917
V135984961;N;E;12;Web;208
V136012341;N;E;52;Direct Mail;945
V136047248;N;E;12;Email;917
V136539012;N;E;51;Web;441
V136860731;N;E;52;Direct Mail;480
V137311890;N;E;51;Email;18
V138116884;N;E;52;Email;100
V158248898;N;E;37;Direct Mail;945
V158414649;N;E;52;Web;117
V158470427;N;E;53;Direct Mail;352
V158528950;N;E;52;Web;100
V158603480;N;E;52;Email;926
V158727214;N;E;52;Direct Mail;834
V158890053;N;E;51;Web;945
V158910653;Y;E;52;Direct Mail;18
V158915710;Y;E;52;Web;945
V158986802;N;E;12;Direct Mail;945
V159012301;N;E;47;Direct Mail;352
V159015080;N;E;12;Email;601
V159037951;N;E;25;Web;945
V159050780;N;E;52;Direct Mail;900
V159099282;N;E;12;Web;370
V159176650;Y;E;52;Direct Mail;900
V159195346;N;E;52;Direct Mail;100
V159215417;N;E;52;Email;782
V159219351;N;E;52;Email;32
V159221498;N;E;25;Email;917
V159268341;Y;E;52;Direct Mail;32
V159429646;N;E;48;Direct Mail;210
V159866276;N;E;50;Email;841
V159945245;N;E;47;Email;482
V160060356;N;E;53;Direct Mail;441
V160105185;N;E;53;Email;604
V160186300;Y;E;52;Web;554
V160384327;N;E;47;Direct Mail;294
V160563086;N;E;12;Email;331
V160727335;N;E;51;Web;630
V160780961;N;E;12;Email;21
V160867164;N;E;12;Web;283
V160975165;N;E;48;Web;21
V161098967;N;E;12;Web;945
V161106893;N;E;52;Email;296
V161108501;N;E;52;Direct Mail;462
V161136098;N;E;52;Direct Mail;900
V161211321;Y;E;12;Email;283
V161281183;N;E;52;Direct Mail;782
V161313994;N;E;52;Direct Mail;705
V161403100;N;E;12;Direct Mail;117
V161407226;N;E;52;Direct Mail;180
V161420906;N;E;12;Direct Mail;917
V161457924;N;E;52;Direct Mail;750
V161515846;Y;E;52;Web;300
V161571476;Y;E;52;Direct Mail;900
V161619929;N;E;52;Email;294
V161659495;N;E;52;Email;117
V161685557;N;E;52;Direct Mail;820
V161714621;N;E;52;Direct Mail;180
V161730189;N;E;52;Web;782
V161765987;N;E;18;Direct Mail;917
V161800099;N;E;52;Web;631
V161881594;N;E;52;Direct Mail;662
V161883988;N;E;52;Direct Mail;100
V161926753;N;E;52;Web;917
V162104715;N;E;52;Email;750
V162107320;N;E;52;Web;381
V162108625;N;E;52;Email;394
V162131494;N;E;25;Email;782
V162155089;N;E;47;Email;220
V162155691;N;E;51;Web;480
V162181754;N;E;24;Email;500
V162186415;N;E;47;Email;972
V162248975;N;E;52;Direct Mail;672
V162298434;N;E;47;Email;980
V162305080;N;E;51;Web;503
V162334643;N;E;12;Email;782
V162337273;N;E;12;Email;463
V162365886;N;E;47;Email;631
V162368435;N;E;47;Email;60
V162376750;N;E;52;Email;32
V162398606;N;E;51;Email;370
V162432397;N;E;47;Email;32
V162445852;N;E;51;Email;532
V162528608;N;E;53;Email;750
V162538458;N;E;52;Direct Mail;152
V162552004;N;E;52;Email;852
V162614879;N;E;52;Direct Mail;21
V162632400;Y;E;52;Email;972
V162633366;N;E;12;Email;117
V162634679;N;E;51;Email;117
V162642854;N;E;53;Direct Mail;68
V162673065;N;E;51;Email;601
V162711659;N;E;51;Web;331
V162713531;N;E;12;Web;21
V162786834;N;E;53;Direct Mail;394
V162803324;N;E;51;Email;49
V162806459;N;E;53;Email;303
V162824262;N;E;51;Email;32
V162849319;N;E;53;Email;38
V162866016;N;E;53;Web;152
V162899892;N;E;12;Direct Mail;850
V162998694;N;E;47;Email;782
V163084403;N;E;53;Email;207
V163123235;N;E;12;Direct Mail;852
V163135585;N;E;12;Email;441
V163263288;N;E;47;Web;441
V163271992;N;E;47;Email;852
V163311780;N;E;53;Email;117
V163368384;N;E;47;Email;32
V163465875;N;E;47;Direct Mail;945
V163502107;N;E;12;Email;60
V163574015;N;E;12;Web;926
V163639958;N;E;51;Email;117
V163684541;N;E;47;Direct Mail;980
V163686355;N;E;51;Email;462
V163691660;N;E;51;Email;294
V163748858;N;E;12;Email;21
V163816010;N;E;47;Web;981
V163862360;N;E;51;Direct Mail;481
V163921240;N;E;52;Email;208
V163966542;Y;E;52;Direct Mail;117
V163969603;N;E;51;Email;891
V163994254;N;E;51;Email;441
V164044299;Y;E;52;Email;630
V164059818;N;E;51;Email;201
V164092959;N;E;12;Email;100
V164123093;N;E;12;Direct Mail;32
V164158677;N;E;12;Email;370
V164197923;N;E;51;Web;900
V164208142;N;E;47;Email;945
V164261448;N;E;50;Direct Mail;731
V164299653;N;E;47;Web;770
V164308330;N;E;47;Direct Mail;871
V164308454;N;E;47;Email;295
V164347056;N;E;12;Email;900
V164388159;Y;E;24;Web;352
V164436172;Y;E;12;Direct Mail;973
V164525511;N;E;51;Direct Mail;945
V164529372;N;E;47;Web;191
V164538852;N;E;12;Email;550
V164589210;Y;E;12;Direct Mail;917
V164621203;N;E;37;Email;630
V164657090;N;E;51;Email;30
V164688244;N;E;51;Email;662
V164704900;N;E;25;Direct Mail;331
V164736860;N;E;51;Email;352
V164749467;N;E;51;Web;841
V164780504;N;E;12;Direct Mail;191
V164861551;N;E;52;Email;917
V164865065;N;E;50;Email;370
V164892473;N;E;12;Direct Mail;900
V164951162;N;E;12;Email;32
V165000530;N;E;52;Direct Mail;117
V165076563;N;E;12;Direct Mail;441
V165098203;N;E;52;Direct Mail;900
V165110347;N;E;12;Email;890
V165182809;N;E;12;Email;331
V165237587;N;E;24;Web;550
V165285016;N;E;52;Direct Mail;850
V165598947;N;E;52;Web;731
V165735028;N;E;48;Email;32
V165772252;N;E;52;Email;750
V165984865;N;E;47;Direct Mail;402
V166004929;Y;E;51;Direct Mail;601
V166105403;N;E;52;Email;265
V166164129;N;E;47;Direct Mail;967
V166198234;N;E;52;Direct Mail;926
V166204594;N;E;52;Email;100
V166281238;Y;E;52;Direct Mail;40
V166300616;N;E;47;Email;871
V166336131;N;E;47;Direct Mail;331
V166355933;N;E;51;Direct Mail;28
V166385955;N;E;47;Email;846
V166398024;N;E;52;Web;381
V166440958;N;E;51;Web;100
V166444331;N;E;52;Email;900
V166458323;N;E;12;Email;800
V166464008;N;E;47;Direct Mail;945
V166506931;Y;E;52;Direct Mail;191
V166655720;N;E;24;Email;530
V166656512;Y;E;12;Direct Mail;441
V166703793;Y;E;52;Email;452
V166934398;N;E;12;Email;462
V166954032;N;E;52;Direct Mail;112
V167035542;N;E;52;Direct Mail;945
V167109230;N;E;12;Direct Mail;300
V167360700;N;E;51;Email;594
V167372663;N;E;52;Direct Mail;201
V167386051;Y;E;52;Email;452
V167639285;N;E;12;Direct Mail;275
V167743301;N;E;12;Email;180
V167786789;N;E;12;Web;770
V167925908;N;E;12;Web;32
V168114031;N;E;52;Direct Mail;197
V168419505;N;E;47;Web;60
V168622850;Y;E;52;Direct Mail;601
V171219280;N;E;47;Email;720
V171780042;N;E;12;Direct Mail;700
V171947583;N;E;52;Email;152
V171991862;N;E;47;Email;100
V172118499;Y;E;12;Email;981
V172284507;N;E;47;Email;117
V172396939;N;E;47;Email;191
V172427429;N;E;53;Web;32
V172443848;N;E;12;Direct Mail;802
V172478901;Y;E;12;Direct Mail;152
V172518250;N;E;12;Email;300
V172522401;N;E;51;Web;972
V172673006;N;E;53;Email;32
V172739823;N;E;12;Direct Mail;441
V172749384;N;E;47;Web;220
V172756827;N;E;47;Direct Mail;275
V172779308;N;E;53;Direct Mail;630
V172808461;N;E;48;Direct Mail;945
V172832347;N;E;53;Email;402
V172833626;N;E;53;Direct Mail;463
V172833642;N;E;53;Email;601
V172862799;N;E;12;Email;945
V172869943;N;E;47;Email;32
V172873341;N;E;50;Email;601
V173111683;N;E;25;Direct Mail;630
V173207424;N;E;51;Email;750
V173229980;N;E;12;Web;191
V173234881;N;E;12;Email;809
V173264235;N;E;49;Direct Mail;604
V173265315;N;E;48;Direct Mail;331
V173268160;N;E;48;Email;60
V173369562;N;E;47;Email;770
V173370933;N;E;51;Web;606
V173602277;N;E;52;Email;152
V173647785;N;E;12;Direct Mail;117
V173649591;N;E;52;Email;531
V173665100;N;E;52;Direct Mail;782
V173679002;N;E;52;Direct Mail;917
V173681313;N;E;52;Email;530
V173743980;N;E;52;Web;750
V173785841;N;E;52;Email;967
V173807769;N;E;51;Direct Mail;180
V173856816;N;E;47;Email;117
V173877390;N;E;52;Web;234
V173895665;N;E;12;Email;331
V173904202;N;E;52;Web;554
V173907536;N;E;52;Direct Mail;531
V173909300;N;E;52;Direct Mail;352
V173928060;N;E;52;Web;331
V173964602;N;E;52;Email;296
V173979709;N;E;52;Email;945
V173984832;Y;E;52;Direct Mail;770
V173989492;Y;E;52;Direct Mail;782
V174000737;Y;E;52;Web;551
V174020941;N;E;52;Direct Mail;100
V174023978;N;E;53;Direct Mail;750
V174052019;N;E;12;Direct Mail;117
V174060392;N;E;52;Web;554
V174065375;N;E;52;Direct Mail;672
V174090654;N;E;47;Email;331
V174092353;N;E;12;Email;452
V174113670;N;E;47;Direct Mail;32
V174123844;N;E;12;Direct Mail;208
V174151357;N;E;51;Email;32
V174178921;N;E;12;Email;481
V174187898;N;E;53;Email;191
V174191601;N;E;53;Email;770
V174203034;N;E;53;Email;21
V174213389;N;E;12;Email;300
V174215277;N;E;52;Web;945
V174219691;N;E;12;Email;480
V174223560;N;E;12;Email;410
V174224675;N;E;12;Web;841
V174236778;N;E;52;Email;117
V174237461;N;E;52;Email;967
V174255851;Y;E;47;Direct Mail;917
V174263962;N;E;52;Email;630
V174287482;N;E;47;Direct Mail;917
V174290668;N;E;52;Web;402
V174293308;N;E;52;Direct Mail;900
V174314294;N;E;52;Direct Mail;945
V174341818;N;E;12;Direct Mail;54
V174366369;Y;E;52;Direct Mail;480
V174386300;N;E;52;Email;331
V174392811;Y;E;52;Email;945
V174404020;N;E;52;Direct Mail;117
V174421529;N;E;52;Web;900
V174437962;N;E;52;Direct Mail;945
V174440842;N;E;52;Web;331
V174466128;N;E;52;Direct Mail;201
V174469130;N;E;12;Direct Mail;300
V174483487;N;E;52;Email;32
V174483909;N;E;12;Direct Mail;201
V174490920;N;E;52;Web;945
V174514687;N;E;12;Email;210
V174518415;Y;E;12;Direct Mail;631
V174534008;N;E;52;Web;21
V174536441;Y;E;52;Email;331
V174539858;N;E;12;Web;212
V174550954;N;E;51;Email;852
V174559914;N;E;12;Email;600
V174564195;N;E;36;Email;750
V174576207;N;E;12;Email;441
V174615328;N;E;25;Direct Mail;21
V174616532;N;E;38;Email;891
V174661280;N;E;47;Email;117
V174675991;N;E;36;Direct Mail;441
V174685230;N;E;12;Direct Mail;100
V174686659;N;E;12;Direct Mail;100
V174692434;N;E;47;Web;191
V174706853;N;E;12;Direct Mail;294
V174707190;N;E;36;Email;660
V174718031;N;E;12;Web;981
V174723411;N;E;51;Email;481
V174733238;N;E;53;Direct Mail;191
V174753111;N;E;12;Direct Mail;191
V174755033;N;E;47;Direct Mail;21
V174764001;N;E;51;Email;402
V174782714;N;E;47;Email;60
V174782946;N;E;12;Email;945
V174795138;N;E;47;Web;40
V174799353;N;E;12;Email;441
V174883504;N;E;51;Email;481
V174887216;N;E;52;Email;441
V174912170;N;E;52;Direct Mail;331
V174922443;N;E;53;Direct Mail;201
V174923011;N;E;37;Web;32
V174934646;N;E;52;Direct Mail;481
V174937391;N;E;53;Email;551
V174942557;N;E;53;Direct Mail;18
V174945535;N;E;25;Web;331
V174962555;N;E;47;Direct Mail;117
V174969758;N;E;52;Email;701
V174969865;N;E;52;Email;117
V174987297;N;E;52;Direct Mail;331
V174988840;N;E;47;Direct Mail;917
V174989905;N;E;52;Direct Mail;917
V174999763;N;E;47;Direct Mail;32
V175015023;N;E;52;Direct Mail;945
V175016245;Y;E;52;Web;970
V175018662;N;E;52;Web;331
V175067024;N;E;18;Direct Mail;255
V175078971;N;E;52;Direct Mail;750
V175082734;N;E;52;Email;191
V175086172;N;E;53;Email;840
V175090646;N;E;53;Email;191
V175095603;N;E;53;Email;117
V175110204;N;E;52;Direct Mail;117
V175125368;N;E;52;Direct Mail;117
V175135011;N;E;47;Email;394
V175145663;N;E;53;Email;662
V175163971;N;E;51;Email;857
V175190768;Y;E;52;Direct Mail;917
V175194455;N;E;52;Email;600
V175200997;N;E;51;Email;752
V175217850;N;E;12;Web;275
V175228683;N;E;53;Email;38
V175237775;N;E;18;Web;32
V175241223;N;E;53;Direct Mail;286
V175243146;N;E;52;Email;331
V175256783;N;E;53;Direct Mail;28
V175261155;Y;E;47;Email;117
V175268010;N;E;47;Web;381
V175270586;N;E;47;Email;917
V175279926;N;E;53;Email;32
V175288141;N;E;47;Email;117
V175292507;N;E;47;Web;191
V175296847;N;E;47;Email;152
V175300607;N;E;47;Web;117
V175331412;N;E;12;Email;191
V175340108;N;E;52;Direct Mail;38
V175340132;N;E;12;Email;152
V175340363;N;E;12;Direct Mail;900
V175350313;N;E;12;Direct Mail;917
V175399070;N;E;52;Direct Mail;112
V175400050;N;E;52;Direct Mail;917
V175405695;N;E;52;Direct Mail;381
V175405794;N;E;52;Web;191
V175431717;N;E;51;Email;770
V175437078;Y;E;52;Direct Mail;191
V175454420;N;E;53;Direct Mail;201
V175458728;N;E;52;Direct Mail;352
V175480300;N;E;51;Direct Mail;900
V175481191;N;E;52;Email;286
V175481464;N;E;52;Direct Mail;286
V175484492;N;E;52;Direct Mail;381
V175501972;N;E;52;Email;482
V175503507;Y;E;52;Direct Mail;606
V175504802;Y;E;12;Web;201
V175537091;Y;E;12;Direct Mail;782
V175547504;N;E;52;Email;917
V175559293;N;E;52;Email;64
V175571298;N;E;52;Email;452
V175571827;N;E;52;Direct Mail;207
V175571835;N;E;52;Direct Mail;463
V175574417;N;E;52;Email;32
V175574433;N;E;52;Email;64
V175582907;N;E;53;Web;900
V175585439;N;E;53;Direct Mail;112
V175590306;N;E;47;Email;741
V175594035;N;E;52;Email;275
V175602861;N;E;52;Direct Mail;301
V175639749;Y;E;52;Web;117
V175643675;Y;E;52;Direct Mail;331
V175649151;N;E;47;Email;750
V175654334;N;E;52;Email;452
V175661826;Y;E;52;Email;917
V175665116;N;E;52;Direct Mail;531
V175667591;N;E;52;Email;21
V175672054;N;E;52;Web;917
V175679257;N;E;47;Direct Mail;352
V175702331;N;E;52;Email;208
V175707538;N;E;12;Email;207
V175709153;N;E;52;Web;300
V175709922;N;E;52;Email;303
V175711431;Y;E;53;Email;402
V175730415;N;E;52;Email;917
V175747674;N;E;53;Web;201
V175748839;Y;E;52;Web;117
V175750090;N;E;53;Email;64
V175756428;N;E;47;Direct Mail;900
V175756618;N;E;47;Direct Mail;117
V175761428;N;E;53;Email;331
V175762624;N;E;52;Direct Mail;331
V175763952;N;E;53;Email;462
V175765916;N;E;12;Direct Mail;853
V175770247;Y;E;47;Direct Mail;770
V175770932;N;E;47;Email;296
V175771567;Y;E;47;Direct Mail;117
V175784776;N;E;47;Direct Mail;770
V175786342;Y;E;52;Web;750
V175793942;N;E;52;Direct Mail;112
V175799808;N;E;12;Web;630
V175811546;N;E;52;Email;38
V175815083;N;E;47;Direct Mail;402
V175816628;N;E;52;Web;945
V175817048;N;E;12;Direct Mail;180
V175824788;N;E;12;Email;370
V175835040;N;E;12;Email;60
V175850346;N;E;47;Web;782
V175860188;N;E;12;Web;331
V175866300;Y;E;12;Direct Mail;980
V175885904;N;E;52;Email;68
V175897024;N;E;12;Web;480
V175898030;N;E;12;Direct Mail;104
V175898154;N;E;12;Email;900
V175911098;Y;E;52;Web;21
V175921774;N;E;12;Web;480
V175925080;N;E;12;Direct Mail;28
V175930593;N;E;12;Direct Mail;945
V175931922;N;E;12;Direct Mail;191
V175940048;N;E;52;Web;200
V175943570;N;E;47;Email;700
V175949148;N;E;12;Email;32
V175952878;N;E;12;Direct Mail;60
V175957729;N;E;52;Web;926
V175969856;Y;E;53;Direct Mail;582
V175971993;N;E;52;Web;331
V175976471;N;E;52;Web;201
V175976687;N;E;52;Direct Mail;117
V175978337;N;E;52;Direct Mail;28
V175984285;N;E;52;Direct Mail;117
V175987700;N;E;53;Email;331
V175992130;N;E;52;Direct Mail;370
V175995315;N;E;52;Direct Mail;970
V176006138;N;E;52;Direct Mail;550
V176014447;N;E;52;Web;834
V176015824;N;E;52;Email;32
V176031888;Y;E;52;Email;117
V176033157;N;E;52;Email;770
V176043370;N;E;52;Web;117
V176058436;N;E;52;Web;530
V176063725;N;E;52;Email;402
V176082675;N;E;52;Direct Mail;681
V176084309;N;E;52;Direct Mail;782
V176085017;N;E;52;Web;38
V176093102;N;E;52;Web;301
V176095750;Y;E;52;Email;926
V176101350;N;E;52;Web;100
V176109015;N;E;52;Direct Mail;21
V176109189;N;E;52;Email;300
V176124519;N;E;52;Direct Mail;100
V176132090;N;E;52;Web;32
V176137784;N;E;47;Direct Mail;180
V176140390;N;E;47;Direct Mail;770
V176144046;N;E;47;Web;191
V176148278;N;E;52;Email;500
V176160398;N;E;53;Direct Mail;553
V176166981;N;E;52;Direct Mail;462
V176169571;Y;E;52;Direct Mail;532
V176174332;N;E;53;Direct Mail;191
V176187656;N;E;52;Web;853
V176188993;N;E;52;Direct Mail;900
V176199776;N;E;52;Email;300
V176202448;Y;E;52;Direct Mail;945
V176213049;N;E;52;Web;833
V176222750;N;E;52;Direct Mail;900
V176226736;N;E;52;Web;705
V176239226;N;E;52;Email;554
V176239283;N;E;52;Direct Mail;331
V176248276;N;E;52;Email;752
V176249431;N;E;52;Direct Mail;117
V176250447;N;E;52;Web;945
V176255081;N;E;12;Direct Mail;917
V176257467;N;E;12;Email;18
V176258200;N;E;52;Email;301
V176263440;N;E;52;Email;532
V176280006;N;E;52;Direct Mail;631
V176281707;N;E;47;Email;117
V176303600;N;E;52;Web;331
V176308989;N;E;52;Email;331
V176314706;N;E;52;Web;900
V176326551;N;E;52;Email;32
V176326668;N;E;52;Email;500
V176326932;N;E;53;Email;770
V176328284;N;E;53;Direct Mail;452
V176332765;N;E;52;Direct Mail;191
V176340172;N;E;52;Web;917
V176342954;N;E;52;Web;112
V176343861;N;E;52;Email;32
V176357747;N;E;52;Web;331
V176359115;N;E;52;Email;452
V176359321;N;E;52;Direct Mail;945
V176367035;N;E;52;Direct Mail;917
V176377273;N;E;12;Direct Mail;18
V176392413;N;E;12;Email;191
V176394740;N;E;52;Email;945
V176395937;N;E;52;Direct Mail;462
V176404788;N;E;52;Email;945
V176404879;N;E;52;Web;997
V176407096;N;E;52;Email;701
V176407542;N;E;51;Web;973
V176413086;N;E;37;Direct Mail;700
V176418325;Y;E;52;Direct Mail;300
V176423895;N;E;51;Direct Mail;601
V176442796;N;E;47;Web;601
V176449155;N;E;47;Email;60
V176452456;N;E;52;Email;802
V176456549;N;E;53;Email;117
V176457406;N;E;52;Web;852
V176461465;Y;E;52;Direct Mail;112
V176473478;Y;E;50;Direct Mail;701
V176475416;N;E;47;Web;604
V176483832;N;E;52;Email;191
V176487395;N;E;52;Direct Mail;18
V176489953;Y;E;52;Email;21
V176491496;N;E;52;Email;234
V176491868;N;E;53;Direct Mail;300
V176492759;N;E;52;Direct Mail;801
V176496826;N;E;53;Direct Mail;601
V176496933;N;E;53;Email;900
V176515831;N;E;51;Email;532
V176524965;N;E;50;Web;482
V176525665;N;E;51;Direct Mail;32
V176528032;N;E;52;Email;441
V176531598;N;E;52;Web;331
V176541977;N;E;52;Direct Mail;846
V176546422;N;E;52;Email;701
V176548998;N;E;52;Direct Mail;64
V176549384;N;E;52;Email;973
V176553352;N;E;12;Direct Mail;201
V176553626;N;E;12;Web;770
V176568830;Y;E;37;Web;945
V176576924;N;E;52;Email;117
V176595593;N;E;52;Email;441
V176598191;N;E;52;Direct Mail;210
V176598209;Y;E;52;Email;300
V176598639;N;E;52;Email;117
V176599710;Y;E;52;Direct Mail;900
V176600856;N;E;52;Direct Mail;731
V176611424;N;E;12;Direct Mail;551
V176626042;Y;E;52;Direct Mail;441
V176626307;N;E;52;Email;973
V176640373;N;E;12;Email;857
V176652899;N;E;12;Direct Mail;117
V176656411;N;E;52;Email;852
V176667673;N;E;52;Email;152
V176669398;N;E;12;Email;191
V176680288;N;E;52;Web;945
V176680502;N;E;52;Web;606
V176681328;N;E;52;Email;891
V176681740;N;E;52;Direct Mail;531
V176682789;N;E;52;Web;482
V176695641;N;E;52;Email;809
V176718088;N;E;52;Email;606
V176736932;N;E;52;Web;104
V176740447;Y;E;52;Web;112
V176743821;N;E;12;Web;770
V176749844;N;E;12;Web;331
V176767507;N;E;52;Email;331
V176802627;N;E;52;Email;18
V176814051;N;E;52;Email;208
V176842409;N;E;12;Email;727
V176846848;N;E;52;Email;370
V176852119;N;E;38;Direct Mail;594
V176855724;N;E;25;Email;381
